2 front headrests,2 rear headrests,3 front headrests,3 rear headrests,4-wheel ABS,Emergency braking assist,Front and rear ventilated disc brakes,Front center 3-point belt,LED headlamp,Passenger airbag deactivation switch,Passenger airbag occupant sensing deactivation,Rear center 3-point belt,Rear door child safety locks,Rear fixed headrests,Rear folding headrests,Rear height adjustable headrests,Rear integrated headrests,Rear power adjustable headrests,Turn signal mirrors,Unnamed: 0,Ventilated front disc / rear drum brakes,Ventilated front disc / solid rear disc brakes,adaptive headlights,auto delay off headlamps,blind spot and lane departure warnings accident avoidance system,blind spot warning accident avoidance system,brake drying,child seat anchors,cornering lights,daytime running lights,driver only with head protection chamber side-mounted airbags,dual front and dual rear side-mounted airbags,dual front and dual rear with head protection chambers side-mounted airbags,dual front side-mounted airbags,dual front with head protection chambers side-mounted airbags,dusk sensing headlamps,emergency braking preparation,engine immobilizer,front and rear head airbags,front fog/driving lights,front head airbags,"front, rear and third row head airbags",high pressure washers headlamps,lane departure warning accident avoidance system,post-collision safety system,pre-collision safety system,remote anti-theft alarm system,self-leveling headlights,stability control,tire pressure monitoring,traction control,xenon high intensity discharge headlamp,Base engine size,Base engine type,Cam type,Cylinders_x,Horsepower,Torque,Turning circle,Valve timing,Valves,cylinder deactivation,direct injection,Basic Warranty,Combined MPG,Cylinders_y,Drive Train,Engine Type,Total Seating,Transmission,car_model,price
yes,,,yes,yes,yes,,,,,yes,yes,yes,,,yes,,,yes,SEL Premium 4Motion 4dr SUV AWD (2.0L 4cyl Turbo 8A),,yes,,,,no,yes,yes,,yes,,,,yes,,yes,,yes,yes,,,no,,,yes,no,,,yes,yes,yes,,2.0 L,gas,Double overhead cam (DOHC),inline 4,184 hp @ 4400 rpm,221 ft-lbs. @ 1600 rpm,37.7 ft.,Variable,16,,yes,6 yr./ 72000 mi.,23,inline 4,all wheel drive,gas,5,8-speed shiftable automatic,2018 Volkswagen Tiguan SUV Features & Specs | Edmunds,37550
yes,,,yes,yes,yes,,,yes,,yes,yes,yes,,,yes,,,yes,SEL Premium 4dr SUV (2.0L 4cyl Turbo 8A),,yes,yes,,yes,no,yes,yes,yes,yes,,,,yes,,yes,,yes,yes,yes,,no,,,yes,yes,yes,,yes,yes,yes,,2.0 L,gas,Double overhead cam (DOHC),inline 4,184 hp @ 4400 rpm,221 ft-lbs. @ 1600 rpm,37.7 ft.,Variable,16,,yes,6 yr./ 72000 mi.,23,inline 4,all wheel drive,gas,5,8-speed shiftable automatic,2018 Volkswagen Tiguan SUV Features & Specs | Edmunds,36250
yes,,,yes,yes,yes,,,,,yes,yes,yes,,,yes,,,yes,2.0T 4dr SUV (2.0L 4cyl Turbo 6A),,yes,,,,,yes,yes,,yes,,,,yes,,,,yes,yes,,,,,,yes,,yes,,yes,yes,yes,,2.0 L,gas,Double overhead cam (DOHC),inline 4,200 hp @ 5100 rpm,207 ft-lbs. @ 1700 rpm,39.0 ft.,Variable,16,,yes,6 yr./ 72000 mi.,23,inline 4,front wheel drive,gas,5,6-speed shiftable automatic,2018 Volkswagen Tiguan Limited SUV Features & Specs | Edmunds,22250
yes,,,yes,yes,yes,,,,,yes,yes,yes,,,yes,,,yes,2.0T 4Motion 4dr SUV AWD (2.0L 4cyl Turbo 6A),,yes,,,,,yes,yes,,yes,,,,yes,,,,yes,yes,,,,,,yes,,yes,,yes,yes,yes,,2.0 L,gas,Double overhead cam (DOHC),inline 4,200 hp @ 5100 rpm,207 ft-lbs. @ 1700 rpm,39.0 ft.,Variable,16,,yes,6 yr./ 72000 mi.,22,inline 4,all wheel drive,gas,5,6-speed shiftable automatic,2018 Volkswagen Tiguan Limited SUV Features & Specs | Edmunds,24225
yes,,,yes,yes,yes,,,no,,yes,yes,yes,,,yes,,,yes,R-Line 4dr Sedan (2.0L 4cyl Turbo 6A),,yes,,yes,,yes,,yes,no,yes,,,,yes,,yes,,yes,yes,no,,,,,yes,yes,,,yes,yes,yes,,2.0 L,gas,Double overhead cam (DOHC),inline 4,174 hp @ 5000 rpm,184 ft-lbs. @ 1500 rpm,36.4 ft.,Variable,16,,yes,6 yr./ 72000 mi.,29,inline 4,front wheel drive,gas,5,6-speed shiftable automatic,2018 Volkswagen Passat Sedan Features & Specs | Edmunds,24995
yes,,,yes,yes,yes,,,no,,yes,yes,yes,,,yes,,,yes,SE 4dr Sedan (2.0L 4cyl Turbo 6A),,yes,,yes,,yes,,yes,no,yes,,,,yes,,yes,,yes,yes,no,,,,,yes,yes,,,yes,yes,yes,,2.0 L,gas,Double overhead cam (DOHC),inline 4,174 hp @ 5000 rpm,184 ft-lbs. @ 1500 rpm,36.4 ft.,Variable,16,,yes,6 yr./ 72000 mi.,29,inline 4,front wheel drive,gas,5,6-speed shiftable automatic,2018 Volkswagen Passat Sedan Features & Specs | Edmunds,26295
yes,,,yes,yes,yes,,,yes,,yes,yes,yes,,,yes,,,yes,SE w/Technology 4dr Sedan (2.0L 4cyl Turbo 6A),,yes,,yes,,yes,,yes,yes,yes,,,,yes,,yes,,yes,yes,yes,,,,,yes,yes,,,yes,yes,yes,,2.0 L,gas,Double overhead cam (DOHC),inline 4,174 hp @ 5000 rpm,184 ft-lbs. @ 1500 rpm,36.4 ft.,Variable,16,,yes,6 yr./ 72000 mi.,29,inline 4,front wheel drive,gas,5,6-speed shiftable automatic,2018 Volkswagen Passat Sedan Features & Specs | Edmunds,29595
yes,,,yes,yes,yes,,,yes,,yes,yes,yes,,,yes,,,yes,S 4dr Sedan (2.0L 4cyl Turbo 6A),,yes,,yes,,yes,,yes,yes,yes,,,,yes,,yes,,yes,yes,yes,,,,,yes,yes,,,yes,yes,yes,,2.0 L,gas,Double overhead cam (DOHC),inline 4,174 hp @ 5000 rpm,184 ft-lbs. @ 1500 rpm,36.4 ft.,Variable,16,,yes,6 yr./ 72000 mi.,29,inline 4,front wheel drive,gas,5,6-speed shiftable automatic,2018 Volkswagen Passat Sedan Features & Specs | Edmunds,22995
yes,,,yes,yes,yes,,,no,,yes,yes,yes,,,yes,,,yes,SEL Premium 4dr Sedan (2.0L 4cyl Turbo 6A),,yes,,yes,,no,,yes,no,yes,,,,yes,,yes,,yes,yes,no,,,,,yes,yes,,,yes,yes,yes,,2.0 L,gas,Double overhead cam (DOHC),inline 4,174 hp @ 5000 rpm,184 ft-lbs. @ 1500 rpm,36.4 ft.,Variable,16,,yes,6 yr./ 72000 mi.,29,inline 4,front wheel drive,gas,5,6-speed shiftable automatic,2018 Volkswagen Passat Sedan Features & Specs | Edmunds,31650
yes,,,yes,yes,yes,,,yes,,yes,yes,yes,,,yes,,,yes,V6 GT 4dr Sedan (3.6L 6cyl 6AM),,yes,,yes,yes,no,,yes,yes,yes,,,,yes,,yes,,yes,yes,yes,,,,,yes,yes,,,yes,yes,yes,,2.0 L,gas,Double overhead cam (DOHC),inline 4,174 hp @ 5000 rpm,184 ft-lbs. @ 1500 rpm,36.4 ft.,Variable,16,,yes,6 yr./ 72000 mi.,29,inline 4,front wheel drive,gas,5,6-speed shiftable automatic,2018 Volkswagen Passat Sedan Features & Specs | Edmunds,29145
yes,,,yes,yes,yes,,,yes,,yes,yes,yes,,,yes,,,yes,V6 SEL Premium 4dr Sedan (3.6L 6cyl 6AM),,yes,,yes,,yes,,yes,no,yes,,,,yes,,yes,,yes,yes,no,,,,,yes,yes,,,yes,yes,yes,,3.6 L,gas,Double overhead cam (DOHC),V6,280 hp @ 6200 rpm,258 ft-lbs. @ 2500 rpm,36.4 ft.,Variable,24,,no,6 yr./ 72000 mi.,22,V6,front wheel drive,gas,5,6-speed automated manual,2018 Volkswagen Passat Sedan Features & Specs | Edmunds,34650
yes,,,yes,yes,no,,,yes,,yes,yes,yes,,,yes,,,,1.4T S 4dr Sedan (1.4L 4cyl Turbo 8A),,yes,,yes,,no,yes,yes,,yes,,,,yes,,yes,,,yes,,,,,,yes,no,,,yes,yes,yes,,1.4 L,gas,Double overhead cam (DOHC),inline 4,147 hp @ 5000 rpm,184 ft-lbs. @ 1400 rpm,36.4 ft.,Variable,16,,yes,6 yr./ 72000 mi.,34,inline 4,front wheel drive,gas,5,8-speed shiftable automatic,2019 Volkswagen Jetta Sedan Features & Specs | Edmunds,19345
yes,,,yes,yes,yes,,,yes,,yes,yes,yes,,,yes,,,,1.4T SE 4dr Sedan (1.4L 4cyl Turbo 8A),,yes,,yes,,yes,yes,yes,,yes,,,,yes,,yes,,,yes,,,,,,yes,yes,,,yes,yes,yes,,1.4 L,gas,Double overhead cam (DOHC),inline 4,147 hp @ 5000 rpm,184 ft-lbs. @ 1400 rpm,36.4 ft.,Variable,16,,yes,6 yr./ 72000 mi.,34,inline 4,front wheel drive,gas,5,8-speed shiftable automatic,2019 Volkswagen Jetta Sedan Features & Specs | Edmunds,22155
yes,,,yes,yes,yes,,,yes,,yes,yes,yes,,,yes,,,,1.4T SEL 4dr Sedan (1.4L 4cyl Turbo 8A),,yes,,yes,,yes,yes,yes,,yes,,,,yes,,yes,,,yes,,,,,,yes,yes,,,yes,yes,yes,,1.4 L,gas,Double overhead cam (DOHC),inline 4,147 hp @ 5000 rpm,184 ft-lbs. @ 1400 rpm,36.4 ft.,Variable,16,,yes,6 yr./ 72000 mi.,34,inline 4,front wheel drive,gas,5,8-speed shiftable automatic,2019 Volkswagen Jetta Sedan Features & Specs | Edmunds,24415
yes,,,yes,yes,yes,,,yes,,yes,yes,yes,,,yes,,,,1.4T R-Line 4dr Sedan (1.4L 4cyl Turbo 8A),,yes,,yes,,yes,yes,yes,,yes,,,,yes,,yes,,,yes,,,,,,yes,yes,,,yes,yes,yes,,1.4 L,gas,Double overhead cam (DOHC),inline 4,147 hp @ 5000 rpm,184 ft-lbs. @ 1400 rpm,36.4 ft.,Variable,16,,yes,6 yr./ 72000 mi.,34,inline 4,front wheel drive,gas,5,8-speed shiftable automatic,2019 Volkswagen Jetta Sedan Features & Specs | Edmunds,22995
yes,,,yes,yes,yes,,,yes,,yes,yes,yes,,,yes,,,,1.4T SEL Premium 4dr Sedan (1.4L 4cyl Turbo 8A),,yes,,yes,,yes,yes,yes,,yes,,,,yes,,yes,,,yes,yes,,,,,yes,yes,,,yes,yes,yes,,1.4 L,gas,Double overhead cam (DOHC),inline 4,147 hp @ 5000 rpm,184 ft-lbs. @ 1400 rpm,36.4 ft.,Variable,16,,yes,6 yr./ 72000 mi.,34,inline 4,front wheel drive,gas,5,8-speed shiftable automatic,2019 Volkswagen Jetta Sedan Features & Specs | Edmunds,26945
yes,,,yes,yes,yes,,,yes,,yes,yes,yes,,,yes,,,yes,1.4T S 4dr Sedan (1.4L 4cyl Turbo 6M),,yes,,yes,,yes,yes,yes,,yes,,,,yes,,yes,,,yes,yes,,,,,yes,yes,,,yes,yes,yes,,1.4 L,gas,Double overhead cam (DOHC),inline 4,147 hp @ 5000 rpm,184 ft-lbs. @ 1400 rpm,36.4 ft.,Variable,16,,yes,6 yr./ 72000 mi.,34,inline 4,front wheel drive,gas,5,8-speed shiftable automatic,2019 Volkswagen Jetta Sedan Features & Specs | Edmunds,18545
yes,,,yes,yes,yes,,,,,yes,yes,yes,,,yes,,,yes,TSI SE 4dr Wagon (1.8L 4cyl Turbo 6A),,yes,,,,yes,,yes,,yes,,,,yes,,yes,,yes,yes,,,,,,yes,yes,yes,,yes,yes,yes,,1.8 L,gas,Double overhead cam (DOHC),inline 4,170 hp @ 4500 rpm,199 ft-lbs. @ 1600 rpm,35.8 ft.,Variable,16,,yes,6 yr./ 72000 mi.,28,inline 4,front wheel drive,gas,5,6-speed shiftable automatic,2018 Volkswagen Golf SportWagen Wagon Features & Specs | Edmunds,27320
yes,,,yes,yes,yes,,,,,yes,yes,yes,,,yes,,,yes,TSI S 4Motion 4dr Wagon AWD (1.8L 4cyl Turbo 6M),,yes,,,,,,yes,,yes,,,,yes,,yes,,yes,yes,,,,,,yes,,yes,,yes,yes,yes,,1.8 L,gas,Double overhead cam (DOHC),inline 4,170 hp @ 4500 rpm,184 ft-lbs. @ 1600 rpm,35.8 ft.,Variable,16,,yes,6 yr./ 72000 mi.,0,inline 4,all wheel drive,gas,5,6-speed manual,2018 Volkswagen Golf SportWagen Wagon Features & Specs | Edmunds,23935
yes,,,yes,yes,yes,,,,,yes,yes,yes,,,yes,,,yes,TSI S 4Motion 4dr Wagon AWD (1.8L 4cyl Turbo 6M),,yes,,,,,,yes,,yes,,,,yes,,yes,,yes,yes,,,,,,yes,,yes,,yes,yes,yes,,1.8 L,gas,Double overhead cam (DOHC),inline 4,170 hp @ 4500 rpm,184 ft-lbs. @ 1600 rpm,35.8 ft.,Variable,16,,yes,6 yr./ 72000 mi.,no,inline 4,all wheel drive,gas,5,6-speed manual,2018 Volkswagen Golf SportWagen Wagon Features & Specs | Edmunds,23935
yes,,,yes,yes,yes,,,,,yes,yes,yes,,,yes,,,yes,TSI S 4Motion 4dr Wagon AWD (1.8L 4cyl Turbo 6AM),,yes,,,,,,yes,,yes,,,,yes,,yes,,yes,yes,,,,,,yes,,yes,,yes,yes,yes,,1.8 L,gas,Double overhead cam (DOHC),inline 4,170 hp @ 4500 rpm,199 ft-lbs. @ 1600 rpm,35.8 ft.,Variable,16,,yes,6 yr./ 72000 mi.,24,inline 4,all wheel drive,gas,5,6-speed automated manual,2018 Volkswagen Golf SportWagen Wagon Features & Specs | Edmunds,25035
yes,,,yes,yes,yes,,,,,yes,yes,yes,,,yes,,,yes,TSI S 4dr Wagon (1.8L 4cyl Turbo 5M),,yes,,,,,,yes,,yes,,,,yes,,yes,,yes,yes,,,,,,yes,,yes,,yes,yes,yes,,1.8 L,gas,Double overhead cam (DOHC),inline 4,170 hp @ 4500 rpm,199 ft-lbs. @ 1600 rpm,35.8 ft.,Variable,16,,yes,6 yr./ 72000 mi.,24,inline 4,all wheel drive,gas,5,6-speed automated manual,2018 Volkswagen Golf SportWagen Wagon Features & Specs | Edmunds,21685
yes,,,yes,yes,yes,,,,,yes,yes,yes,,,yes,,,yes,TSI S 4dr Wagon (1.8L 4cyl Turbo 6A),,yes,,,,,,yes,,yes,,,,yes,,yes,,yes,yes,,,,,,yes,,yes,,yes,yes,yes,,1.8 L,gas,Double overhead cam (DOHC),inline 4,170 hp @ 4500 rpm,184 ft-lbs. @ 1600 rpm,35.8 ft.,Variable,16,,yes,6 yr./ 72000 mi.,29,inline 4,front wheel drive,gas,5,5-speed manual,2018 Volkswagen Golf SportWagen Wagon Features & Specs | Edmunds,22785
yes,,,yes,yes,yes,,,,,yes,yes,yes,,,yes,,,yes,TSI SEL 4dr Wagon (1.8L 4cyl Turbo 6A),,yes,,,,,,yes,,yes,,,,yes,,yes,,yes,yes,,,,,,yes,,yes,,yes,yes,yes,,1.8 L,gas,Double overhead cam (DOHC),inline 4,170 hp @ 4500 rpm,199 ft-lbs. @ 1600 rpm,35.8 ft.,Variable,16,,yes,6 yr./ 72000 mi.,28,inline 4,front wheel drive,gas,5,6-speed shiftable automatic,2018 Volkswagen Golf SportWagen Wagon Features & Specs | Edmunds,30245
yes,,,yes,yes,yes,yes,,yes,,yes,yes,yes,,,yes,,,yes,2.0T w/DCC and Navigation 4dr Hatchback AWD (2.0L 4cyl Turbo 7AM),,,yes,yes,yes,,,yes,yes,yes,,,,yes,,yes,yes,yes,yes,,,,yes,,yes,yes,yes,yes,yes,yes,yes,,2.0 L,gas,Double overhead cam (DOHC),inline 4,292 hp @ 5400 rpm,280 ft-lbs. @ 1800 rpm,35.8 ft.,Variable,16,,yes,6 yr./ 72000 mi.,25,inline 4,all wheel drive,gas,5,7-speed automated manual,2018 Volkswagen Golf R Hatchback Features & Specs | Edmunds,40885
yes,,,yes,yes,yes,yes,,yes,,yes,yes,yes,,,yes,,,yes,2.0T w/DCC and Navigation 4dr Hatchback AWD (2.0L 4cyl Turbo 6M),,,yes,yes,yes,,,yes,yes,yes,,,,yes,,yes,yes,yes,yes,,,,yes,,yes,yes,yes,yes,yes,yes,yes,,2.0 L,gas,Double overhead cam (DOHC),inline 4,292 hp @ 5400 rpm,280 ft-lbs. @ 1800 rpm,35.8 ft.,Variable,16,,yes,6 yr./ 72000 mi.,24,inline 4,all wheel drive,gas,5,6-speed manual,2018 Volkswagen Golf R Hatchback Features & Specs | Edmunds,39785
yes,,,yes,yes,yes,yes,,yes,,yes,yes,yes,,,yes,,,yes,SE 4dr Hatchback (2.0L 4cyl Turbo 6AM),,no,yes,yes,,yes,,yes,yes,yes,,,,yes,,yes,,yes,yes,yes,,,,,yes,yes,yes,,yes,yes,yes,,2.0 L,gas,Double overhead cam (DOHC),inline 4,220 hp @ 4700 rpm,258 ft-lbs. @ 1500 rpm,35.8 ft.,Variable,16,,yes,6 yr./ 72000 mi.,27,inline 4,front wheel drive,gas,5,6-speed automated manual,2018 Volkswagen Golf GTI Hatchback Features & Specs | Edmunds,31570
yes,,,yes,yes,yes,yes,,yes,,yes,yes,yes,,,yes,,,yes,SE 4dr Hatchback (2.0L 4cyl Turbo 6M),,no,yes,yes,,yes,,yes,yes,yes,,,,yes,,yes,,yes,yes,yes,,,,,yes,yes,yes,,yes,yes,yes,,2.0 L,gas,Double overhead cam (DOHC),inline 4,220 hp @ 4700 rpm,258 ft-lbs. @ 1500 rpm,35.8 ft.,Variable,16,,yes,6 yr./ 72000 mi.,28,inline 4,front wheel drive,gas,5,6-speed manual,2018 Volkswagen Golf GTI Hatchback Features & Specs | Edmunds,30470
yes,,,yes,yes,yes,no,,no,,yes,yes,yes,,,yes,,,yes,S 4dr Hatchback (2.0L 4cyl Turbo 6M),,yes,no,yes,,no,,yes,no,yes,,,,yes,,yes,,yes,yes,yes,,,,,yes,no,yes,,yes,yes,yes,,2.0 L,gas,Double overhead cam (DOHC),inline 4,220 hp @ 4700 rpm,258 ft-lbs. @ 1500 rpm,35.8 ft.,Variable,16,,yes,6 yr./ 72000 mi.,28,inline 4,front wheel drive,gas,5,6-speed manual,2018 Volkswagen Golf GTI Hatchback Features & Specs | Edmunds,26415
yes,,,yes,yes,yes,no,,no,,yes,yes,yes,,,yes,,,yes,Autobahn 4dr Hatchback (2.0L 4cyl Turbo 6AM),,yes,no,yes,,no,,yes,no,yes,,,,yes,,yes,,yes,yes,yes,,,,,yes,no,yes,,yes,yes,yes,,2.0 L,gas,Double overhead cam (DOHC),inline 4,220 hp @ 4700 rpm,258 ft-lbs. @ 1500 rpm,35.8 ft.,Variable,16,,yes,6 yr./ 72000 mi.,28,inline 4,front wheel drive,gas,5,6-speed manual,2018 Volkswagen Golf GTI Hatchback Features & Specs | Edmunds,36170
yes,,,yes,yes,yes,yes,,yes,,yes,yes,yes,,,yes,,,yes,S 4dr Hatchback (2.0L 4cyl Turbo 6AM),,no,yes,yes,yes,no,,yes,yes,yes,,,,yes,,yes,,yes,yes,yes,,,,,yes,yes,yes,,yes,yes,yes,,2.0 L,gas,Double overhead cam (DOHC),inline 4,220 hp @ 4700 rpm,258 ft-lbs. @ 1500 rpm,35.8 ft.,Variable,16,,yes,6 yr./ 72000 mi.,27,inline 4,front wheel drive,gas,5,6-speed automated manual,2018 Volkswagen Golf GTI Hatchback Features & Specs | Edmunds,27515
yes,,,yes,yes,yes,no,,no,,yes,yes,yes,,,yes,,,yes,Autobahn 4dr Hatchback (2.0L 4cyl Turbo 6M),,yes,no,yes,,no,,yes,no,yes,,,,yes,,yes,,yes,yes,yes,,,,,yes,no,yes,,yes,yes,yes,,2.0 L,gas,Double overhead cam (DOHC),inline 4,220 hp @ 4700 rpm,258 ft-lbs. @ 1500 rpm,35.8 ft.,Variable,16,,yes,6 yr./ 72000 mi.,27,inline 4,front wheel drive,gas,5,6-speed automated manual,2018 Volkswagen Golf GTI Hatchback Features & Specs | Edmunds,35070
yes,,,yes,yes,yes,,,no,,yes,yes,yes,,,yes,,,yes,TSI SE 4dr Wagon AWD (1.8L 4cyl Turbo 6AM),,yes,no,yes,,,,yes,,yes,,,,yes,,yes,,yes,yes,yes,,,,,yes,yes,yes,,yes,yes,yes,,1.8 L,gas,Double overhead cam (DOHC),inline 4,170 hp @ 4500 rpm,199 ft-lbs. @ 1600 rpm,35.8 ft.,Variable,16,,yes,6 yr./ 72000 mi.,25,inline 4,all wheel drive,gas,5,6-speed automated manual,2018 Volkswagen Golf Alltrack Wagon Features & Specs | Edmunds,31115
yes,,,yes,yes,yes,,,yes,,yes,yes,yes,,,yes,,,yes,TSI SEL 4dr Wagon AWD (1.8L 4cyl Turbo 6AM),,yes,yes,yes,,,,yes,,yes,,,,yes,,yes,,yes,yes,yes,,,,,yes,yes,yes,,yes,yes,yes,,1.8 L,gas,Double overhead cam (DOHC),inline 4,170 hp @ 4500 rpm,199 ft-lbs. @ 1600 rpm,35.8 ft.,Variable,16,,yes,6 yr./ 72000 mi.,25,inline 4,all wheel drive,gas,5,6-speed automated manual,2018 Volkswagen Golf Alltrack Wagon Features & Specs | Edmunds,35910
yes,,,yes,yes,yes,,,no,,yes,yes,yes,,,yes,,,yes,TSI S 4dr Wagon AWD (1.8L 4cyl Turbo 6AM),,yes,no,yes,,,,yes,,yes,,,,yes,,yes,,yes,yes,yes,,,,,yes,no,yes,,yes,yes,yes,,1.8 L,gas,Double overhead cam (DOHC),inline 4,170 hp @ 4500 rpm,199 ft-lbs. @ 1600 rpm,35.8 ft.,Variable,16,,yes,6 yr./ 72000 mi.,25,inline 4,all wheel drive,gas,5,6-speed automated manual,2018 Volkswagen Golf Alltrack Wagon Features & Specs | Edmunds,27055
yes,,,yes,yes,yes,,,no,,yes,yes,yes,,,yes,,,yes,TSI SE 4dr Wagon AWD (1.8L 4cyl Turbo 6M),,yes,no,yes,,,,yes,,yes,,,,yes,,yes,,yes,yes,yes,,,,,yes,no,yes,,yes,yes,yes,,1.8 L,gas,Double overhead cam (DOHC),inline 4,170 hp @ 4500 rpm,199 ft-lbs. @ 1600 rpm,35.8 ft.,Variable,16,,yes,6 yr./ 72000 mi.,25,inline 4,all wheel drive,gas,5,6-speed automated manual,2018 Volkswagen Golf Alltrack Wagon Features & Specs | Edmunds,30015
yes,,,yes,yes,yes,,,no,,yes,yes,yes,,,yes,,,yes,TSI S 4dr Wagon AWD (1.8L 4cyl Turbo 6M),,yes,no,yes,,,,yes,,yes,,,,yes,,yes,,yes,yes,yes,,,,,yes,yes,yes,,yes,yes,yes,,1.8 L,gas,Double overhead cam (DOHC),inline 4,170 hp @ 4500 rpm,199 ft-lbs. @ 1600 rpm,35.8 ft.,Variable,16,,yes,6 yr./ 72000 mi.,24,inline 4,all wheel drive,gas,5,6-speed manual,2018 Volkswagen Golf Alltrack Wagon Features & Specs | Edmunds,25955
yes,yes,,,yes,yes,,,,,yes,,,,,yes,,,no,2.0T S 2dr Hatchback (2.0L 4cyl Turbo 6A),,yes,,no,,no,,yes,no,yes,,,,yes,,yes,,yes,yes,no,,,,,yes,,,,yes,yes,yes,no,2.0 L,gas,Double overhead cam (DOHC),inline 4,174 hp @ 5000 rpm,184 ft-lbs. @ 1500 rpm,35.4 ft.,Variable,16,,yes,6 yr./ 72000 mi.,29,inline 4,front wheel drive,gas,4,6-speed shiftable automatic,2018 Volkswagen Beetle Hatchback Features & Specs | Edmunds,20220
yes,yes,,,yes,yes,,,,,yes,,,,,yes,,,yes,2.0T SE 2dr Hatchback (2.0L 4cyl Turbo 6A),,yes,,yes,,yes,,yes,no,yes,,,,yes,,yes,,yes,yes,no,,,,,yes,,,,yes,yes,yes,no,2.0 L,gas,Double overhead cam (DOHC),inline 4,174 hp @ 5000 rpm,184 ft-lbs. @ 1500 rpm,35.4 ft.,Variable,16,,yes,6 yr./ 72000 mi.,29,inline 4,front wheel drive,gas,4,6-speed shiftable automatic,2018 Volkswagen Beetle Hatchback Features & Specs | Edmunds,24020
yes,yes,,,yes,yes,,,,,yes,,,,,yes,,,yes,2.0T Dune 2dr Hatchback (2.0L 4cyl Turbo 6A),,yes,,yes,,no,,yes,yes,yes,,,,yes,,yes,,yes,yes,yes,,,,,yes,,,,yes,yes,yes,yes,2.0 L,gas,Double overhead cam (DOHC),inline 4,174 hp @ 5000 rpm,184 ft-lbs. @ 1500 rpm,35.4 ft.,Variable,16,,yes,6 yr./ 72000 mi.,29,inline 4,front wheel drive,gas,4,6-speed shiftable automatic,2018 Volkswagen Beetle Hatchback Features & Specs | Edmunds,26790
yes,yes,,,yes,yes,,,,,yes,,,,,yes,,,yes,2.0T Coast 2dr Hatchback (2.0L 4cyl Turbo 6A),,yes,,yes,,no,,yes,yes,yes,,,,yes,,yes,,yes,yes,yes,,,,,yes,,,,yes,yes,yes,yes,2.0 L,gas,Double overhead cam (DOHC),inline 4,174 hp @ 5000 rpm,184 ft-lbs. @ 1500 rpm,35.4 ft.,Variable,16,,yes,6 yr./ 72000 mi.,29,inline 4,front wheel drive,gas,4,6-speed shiftable automatic,2018 Volkswagen Beetle Hatchback Features & Specs | Edmunds,23120
yes,yes,,,yes,yes,,,,,yes,,,,,yes,,,yes,2.0T Coast 2dr Convertible (2.0L 4cyl Turbo 6A),,yes,,yes,,yes,,yes,,yes,,,,,yes,yes,,yes,,,,,,,yes,,,,yes,yes,yes,,2.0 L,gas,Double overhead cam (DOHC),inline 4,174 hp @ 5000 rpm,184 ft-lbs. @ 1500 rpm,35.4 ft.,Variable,16,,yes,6 yr./ 72000 mi.,29,inline 4,front wheel drive,gas,4,6-speed shiftable automatic,2018 Volkswagen Beetle Convertible Features & Specs | Edmunds,26840
yes,yes,,,yes,yes,,,,,yes,,,,,yes,,,yes,2.0T S 2dr Convertible (2.0L 4cyl Turbo 6A),,yes,,yes,,no,,yes,,yes,,,,,yes,yes,,yes,,,,,,,yes,,,,yes,yes,yes,,2.0 L,gas,Double overhead cam (DOHC),inline 4,174 hp @ 5000 rpm,184 ft-lbs. @ 1500 rpm,35.4 ft.,Variable,16,,yes,6 yr./ 72000 mi.,29,inline 4,front wheel drive,gas,4,6-speed shiftable automatic,2018 Volkswagen Beetle Convertible Features & Specs | Edmunds,25440
yes,yes,,,yes,yes,,,,,yes,,,,,yes,,,yes,2.0T SE 2dr Convertible (2.0L 4cyl Turbo 6A),,yes,,yes,,yes,,yes,,yes,,,,,yes,yes,,yes,,,,,,,yes,,,,yes,yes,yes,,2.0 L,gas,Double overhead cam (DOHC),inline 4,174 hp @ 5000 rpm,184 ft-lbs. @ 1500 rpm,35.4 ft.,Variable,16,,yes,6 yr./ 72000 mi.,29,inline 4,front wheel drive,gas,4,6-speed shiftable automatic,2018 Volkswagen Beetle Convertible Features & Specs | Edmunds,28040
yes,yes,,,yes,yes,,,,,yes,,,,,yes,,,yes,2.0T Dune 2dr Convertible (2.0L 4cyl Turbo 6A),,yes,,yes,,yes,,yes,,yes,,,,,yes,yes,,yes,,,,,,,yes,,,,yes,yes,yes,,2.0 L,gas,Double overhead cam (DOHC),inline 4,174 hp @ 5000 rpm,184 ft-lbs. @ 1500 rpm,35.4 ft.,Variable,16,,yes,6 yr./ 72000 mi.,29,inline 4,front wheel drive,gas,4,6-speed shiftable automatic,2018 Volkswagen Beetle Convertible Features & Specs | Edmunds,32090
yes,,,yes,yes,yes,,,yes,,yes,yes,yes,,,,,,yes,V6 SEL 4dr SUV AWD (3.6L 6cyl 8A),,yes,,,yes,,,yes,yes,yes,,,,,yes,,,yes,,yes,,yes,,,yes,yes,yes,,yes,,yes,,3.6 L,gas,Double overhead cam (DOHC),V6,276 hp @ 6200 rpm,266 ft-lbs. @ 2750 rpm,38.1 ft.,Variable,24,,yes,6 yr./ 72000 mi.,19,V6,all wheel drive,gas,7,8-speed shiftable automatic,2018 Volkswagen Atlas SUV Features & Specs | Edmunds,42940
